,Year,Cause,Age_Range,ISO_Code,Sex,Deaths,Age_and_Sex_Population,Country,region,sub-region,Overall Scores,Safety and Security,Ongoing Conflict,Militarian,Happiness score,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect
1090,2020,Intentional self-harm,90-94,PRY,Female,0,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1091,2020,Intentional self-harm,95+,PRY,Female,1,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1092,2020,Intentional self-harm,All,PRY,Female,130,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1093,2020,Intentional self-harm,10-14,PRY,Male,12,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1094,2020,Intentional self-harm,15-19,PRY,Male,48,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1095,2020,Intentional self-harm,20-24,PRY,Male,84,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1096,2020,Intentional self-harm,25-29,PRY,Male,54,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1097,2020,Intentional self-harm,3,PRY,Male,0,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1098,2020,Intentional self-harm,30-34,PRY,Male,40,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1099,2020,Intentional self-harm,35-39,PRY,Male,31,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1100,2020,Intentional self-harm,40-44,PRY,Male,15,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1101,2020,Intentional self-harm,45-49,PRY,Male,17,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1102,2020,Intentional self-harm,5-9,PRY,Male,0,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1103,2020,Intentional self-harm,50-54,PRY,Male,14,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1104,2020,Intentional self-harm,55-59,PRY,Male,14,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1105,2020,Intentional self-harm,60-64,PRY,Male,19,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1106,2020,Intentional self-harm,65-69,PRY,Male,16,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1107,2020,Intentional self-harm,70-74,PRY,Male,5,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1108,2020,Intentional self-harm,75-79,PRY,Male,8,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1109,2020,Intentional self-harm,80-84,PRY,Male,3,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1110,2020,Intentional self-harm,85-89,PRY,Male,3,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1111,2020,Intentional self-harm,90-94,PRY,Male,1,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1112,2020,Intentional self-harm,95+,PRY,Male,0,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1113,2020,Intentional self-harm,All,PRY,Male,384,,Paraguay,Americas,Latin America and the Caribbean,2.005,2.49,1.439,2.001,5.501,9.497,0.907,65.85,0.865,0.056,0.829,0.767,0.269
1114,2019,Intentional self-harm,10-14,PER,Female,14,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1115,2019,Intentional self-harm,15-19,PER,Female,48,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1116,2019,Intentional self-harm,20-24,PER,Female,31,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1117,2019,Intentional self-harm,25-29,PER,Female,15,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1118,2019,Intentional self-harm,3,PER,Female,0,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1119,2019,Intentional self-harm,30-34,PER,Female,14,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1120,2019,Intentional self-harm,35-39,PER,Female,15,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1121,2019,Intentional self-harm,40-44,PER,Female,3,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1122,2019,Intentional self-harm,45-49,PER,Female,9,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1123,2019,Intentional self-harm,5-9,PER,Female,0,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1124,2019,Intentional self-harm,50-54,PER,Female,4,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1125,2019,Intentional self-harm,55-59,PER,Female,2,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1126,2019,Intentional self-harm,60-64,PER,Female,4,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1127,2019,Intentional self-harm,65-69,PER,Female,4,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1128,2019,Intentional self-harm,70-74,PER,Female,1,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1129,2019,Intentional self-harm,75-79,PER,Female,3,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1130,2019,Intentional self-harm,80-84,PER,Female,0,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1131,2019,Intentional self-harm,85-89,PER,Female,0,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1132,2019,Intentional self-harm,90-94,PER,Female,0,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1133,2019,Intentional self-harm,95+,PER,Female,0,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1134,2019,Intentional self-harm,All,PER,Female,167,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1135,2019,Intentional self-harm,10-14,PER,Male,13,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1136,2019,Intentional self-harm,15-19,PER,Male,43,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1137,2019,Intentional self-harm,20-24,PER,Male,44,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1138,2019,Intentional self-harm,25-29,PER,Male,44,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1139,2019,Intentional self-harm,3,PER,Male,0,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1140,2019,Intentional self-harm,30-34,PER,Male,26,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1141,2019,Intentional self-harm,35-39,PER,Male,29,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1142,2019,Intentional self-harm,40-44,PER,Male,33,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1143,2019,Intentional self-harm,45-49,PER,Male,26,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1144,2019,Intentional self-harm,5-9,PER,Male,0,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1145,2019,Intentional self-harm,50-54,PER,Male,26,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1146,2019,Intentional self-harm,55-59,PER,Male,15,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1147,2019,Intentional self-harm,60-64,PER,Male,15,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1148,2019,Intentional self-harm,65-69,PER,Male,10,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1149,2019,Intentional self-harm,70-74,PER,Male,19,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1150,2019,Intentional self-harm,75-79,PER,Male,2,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1151,2019,Intentional self-harm,80-84,PER,Male,5,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1152,2019,Intentional self-harm,85-89,PER,Male,3,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1153,2019,Intentional self-harm,90-94,PER,Male,3,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1154,2019,Intentional self-harm,95+,PER,Male,1,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1155,2019,Intentional self-harm,All,PER,Male,357,,Peru,Americas,Latin America and the Caribbean,1.939,2.437,1.458,1.747,5.999,9.452,0.809,69.5,0.815,-0.132,0.874,0.794,0.375
1156,2020,Intentional self-harm,10-14,PER,Female,37,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1157,2020,Intentional self-harm,15-19,PER,Female,45,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1158,2020,Intentional self-harm,20-24,PER,Female,17,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1159,2020,Intentional self-harm,25-29,PER,Female,12,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1160,2020,Intentional self-harm,3,PER,Female,0,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1161,2020,Intentional self-harm,30-34,PER,Female,7,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1162,2020,Intentional self-harm,35-39,PER,Female,8,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1163,2020,Intentional self-harm,40-44,PER,Female,7,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1164,2020,Intentional self-harm,45-49,PER,Female,3,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1165,2020,Intentional self-harm,5-9,PER,Female,1,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1166,2020,Intentional self-harm,50-54,PER,Female,3,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1167,2020,Intentional self-harm,55-59,PER,Female,7,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1168,2020,Intentional self-harm,60-64,PER,Female,1,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1169,2020,Intentional self-harm,65-69,PER,Female,0,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1170,2020,Intentional self-harm,70-74,PER,Female,2,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1171,2020,Intentional self-harm,75-79,PER,Female,2,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1172,2020,Intentional self-harm,80-84,PER,Female,3,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1173,2020,Intentional self-harm,85-89,PER,Female,0,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1174,2020,Intentional self-harm,90-94,PER,Female,0,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1175,2020,Intentional self-harm,95+,PER,Female,0,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1176,2020,Intentional self-harm,All,PER,Female,155,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1177,2020,Intentional self-harm,10-14,PER,Male,27,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1178,2020,Intentional self-harm,15-19,PER,Male,56,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1179,2020,Intentional self-harm,20-24,PER,Male,60,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1180,2020,Intentional self-harm,25-29,PER,Male,38,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1181,2020,Intentional self-harm,3,PER,Male,0,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1182,2020,Intentional self-harm,30-34,PER,Male,31,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1183,2020,Intentional self-harm,35-39,PER,Male,32,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1184,2020,Intentional self-harm,40-44,PER,Male,21,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1185,2020,Intentional self-harm,45-49,PER,Male,18,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1186,2020,Intentional self-harm,5-9,PER,Male,0,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1187,2020,Intentional self-harm,50-54,PER,Male,24,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1188,2020,Intentional self-harm,55-59,PER,Male,21,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1189,2020,Intentional self-harm,60-64,PER,Male,22,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1190,2020,Intentional self-harm,65-69,PER,Male,27,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1191,2020,Intentional self-harm,70-74,PER,Male,15,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1192,2020,Intentional self-harm,75-79,PER,Male,10,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1193,2020,Intentional self-harm,80-84,PER,Male,5,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1194,2020,Intentional self-harm,85-89,PER,Male,4,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1195,2020,Intentional self-harm,90-94,PER,Male,1,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1196,2020,Intentional self-harm,95+,PER,Male,2,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1197,2020,Intentional self-harm,All,PER,Male,414,,Peru,Americas,Latin America and the Caribbean,1.993,2.479,1.476,1.871,4.994,9.322,0.749,69.675,0.806,-0.091,0.912,0.736,0.481
1198,2019,Intentional self-harm,10-14,USA,Female,203,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1199,2019,Intentional self-harm,15-19,USA,Female,511,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1200,2019,Intentional self-harm,20-24,USA,Female,643,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1201,2019,Intentional self-harm,25-29,USA,Female,742,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1202,2019,Intentional self-harm,3,USA,Female,0,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1203,2019,Intentional self-harm,30-34,USA,Female,783,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1204,2019,Intentional self-harm,35-39,USA,Female,865,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1205,2019,Intentional self-harm,40-44,USA,Female,844,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1206,2019,Intentional self-harm,45-49,USA,Female,1057,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1207,2019,Intentional self-harm,5-9,USA,Female,4,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1208,2019,Intentional self-harm,50-54,USA,Female,1097,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1209,2019,Intentional self-harm,55-59,USA,Female,1081,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1210,2019,Intentional self-harm,60-64,USA,Female,862,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1211,2019,Intentional self-harm,65-69,USA,Female,587,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1212,2019,Intentional self-harm,70-74,USA,Female,398,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1213,2019,Intentional self-harm,75-79,USA,Female,272,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1214,2019,Intentional self-harm,80-84,USA,Female,137,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1215,2019,Intentional self-harm,85-89,USA,Female,98,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1216,2019,Intentional self-harm,90-94,USA,Female,50,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1217,2019,Intentional self-harm,95+,USA,Female,10,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1218,2019,Intentional self-harm,All,USA,Female,10245,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1219,2019,Intentional self-harm,10-14,USA,Male,331,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1220,2019,Intentional self-harm,15-19,USA,Male,1699,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1221,2019,Intentional self-harm,20-24,USA,Male,3101,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1222,2019,Intentional self-harm,25-29,USA,Male,3285,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1223,2019,Intentional self-harm,3,USA,Male,0,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1224,2019,Intentional self-harm,30-34,USA,Male,3245,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1225,2019,Intentional self-harm,35-39,USA,Male,3084,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1226,2019,Intentional self-harm,40-44,USA,Male,2723,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1227,2019,Intentional self-harm,45-49,USA,Male,2956,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
1228,2019,Intentional self-harm,5-9,USA,Male,8,,United States of America,Americas,Northern America,2.395,2.227,2.094,3.104,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244
